order_id,customer_id,customer_name,email,city,state,country,product_id,product_title,category,brand,quantity,unit_price,discount,tax,shipping,total_amount,net_amount,payment_method,status,rating,order_date
102520,8731,Julie Rodriguez,moralesmarcus@example.net,New Erin,Missouri,United States,7920,Boat Grocery Product 338,Toys,LG,5,6917,50,6225.3,80,34585,40840.3,Cash on Delivery,Delivered,5.0,2025-10-19 11:37:54
102521,11440,Danielle Salinas,sanfordjennifer@example.com,East Kennethmouth,Texas,United States,6869,Mamaearth Toys Product 50,Fashion,Boat,2,1880,0,676.8,80,3760,4516.8,Cash on Delivery,Cancelled,4.0,2026-03-28 02:20:54
102522,10740,Dr. Linda Fleming MD,mclaughlinnathaniel@example.net,East Randyside,Georgia,United States,6137,Samsung Electronics Product 250,Appliances,Samsung,1,17491,750,3148.38,0,17491,19889.38,UPI,Pending,3.5,2027-03-21 06:53:54
102523,11643,Julie Smith,gregory53@example.org,Lake Rachel,Washington,United States,5334,Samsung Appliances Product 439,Furniture,Adidas,1,10152,500,1827.36,60,10152,11539.36,UPI,Cancelled,4.5,2026-01-14 02:48:54
102524,11985,Shannon Cisneros,iflynn@example.org,South Ashleytown,Oklahoma,United States,7114,Zara Furniture Product 440,Books,Mamaearth,3,10241,0,5530.14,60,30723,36313.14,Credit Card,Shipped,4.5,2026-09-11 20:49:54
102525,8680,Joy Sparks,thomasmegan@example.net,East Kendra,Mississippi,United States,7295,Lenovo Fashion Product 324,Home & Kitchen,Boat,4,9880,1000,7113.6,80,39520,45713.6,Credit Card,Shipped,4.2,2026-08-10 14:06:54
102526,3719,Nicole Carey,faithhowell@example.org,South Michaelbury,Massachusetts,United States,6663,HP Appliances Product 498,Appliances,Apple,1,5437,0,978.66,120,5437,6535.66,Cash on Delivery,Pending,5.0,2025-05-30 07:13:54
102527,4330,Karen Morgan,nicholas35@example.org,East Jessicaport,Arkansas,United States,7249,Adidas Appliances Product 332,Books,HP,4,13797,0,9933.84,40,55188,65161.84,UPI,Pending,4.2,2026-11-04 03:26:54
102528,1227,Pamela Hernandez,jaimeduncan@example.com,Knighttown,Iowa,United States,5773,Dell Toys Product 5,Appliances,IKEA,4,22208,1000,15989.76,40,88832,103861.76,UPI,Pending,3.5,2025-08-18 12:03:54
102529,7830,Peter Morrison,vasqueztrevor@example.com,East Antoniochester,North Carolina,United States,8764,Mamaearth Grocery Product 385,Appliances,Adidas,2,16270,1000,5857.2,0,32540,37397.2,Credit Card,Delivered,4.5,2026-10-21 10:35:54
102530,10729,Anthony Berry,andersonrenee@example.net,Smithland,Montana,United States,5633,Dell Grocery Product 252,Sports,Lenovo,1,18997,1000,3419.46,40,18997,21456.46,Net Banking,Pending,5.0,2026-02-02 06:20:54
102531,5692,Robert Hodges,jason76@example.net,Dariusside,New Jersey,United States,7757,IKEA Sports Product 416,Books,Puma,2,20473,500,7370.28,60,40946,47876.28,Debit Card,Pending,4.0,2025-06-28 05:54:54
102532,10798,Jennifer Marshall,amathews@example.com,Jeffreymouth,Tennessee,United States,7088,Nike Furniture Product 53,Toys,LG,4,15729,500,11324.88,60,62916,73800.88,Debit Card,Pending,4.5,2027-03-22 22:08:54
102533,3168,Tara Lloyd,qrhodes@example.org,Lake Kathrynbury,Arizona,United States,8091,Nike Electronics Product 96,Grocery,Nike,5,11768,0,10591.2,0,58840,69431.2,Net Banking,Cancelled,4.0,2025-11-12 23:24:54
102534,3815,Christopher Carpenter,ugoodman@example.net,Cookfort,Kentucky,United States,8903,Zara Books Product 488,Toys,Adidas,1,7400,0,1332.0,80,7400,8812.0,Credit Card,Delivered,4.8,2027-03-08 22:25:54
102535,2417,Gina Chan MD,penny09@example.com,Swansonborough,Delaware,United States,6772,Lenovo Books Product 76,Home & Kitchen,Sony,1,15419,100,2775.42,0,15419,18094.42,Net Banking,Pending,5.0,2026-05-23 21:24:54
102536,4278,Wanda Hughes,megan27@example.org,Wheelershire,Mississippi,United States,6975,Philips Appliances Product 304,Electronics,Apple,4,12360,0,8899.2,40,49440,58379.2,Wallet,Processing,4.0,2026-04-14 12:38:54
102537,9070,Michelle Evans,hgutierrez@example.org,North Timothyshire,New Mexico,United States,6779,Adidas Beauty Product 133,Home & Kitchen,Nike,4,24001,500,17280.72,120,96004,112904.72,Cash on Delivery,Processing,5.0,2025-11-27 20:11:54
102538,4589,Stanley Cox,robert72@example.net,Hernandezfurt,Utah,United States,7036,Dell Home & Kitchen Product 96,Books,Philips,4,5520,1000,3974.4,40,22080,25094.4,Cash on Delivery,Shipped,3.5,2026-08-17 19:00:54
102539,1871,Elizabeth Morgan,changbethany@example.net,Suefurt,North Dakota,United States,5028,Lenovo Appliances Product 160,Home & Kitchen,Dell,1,7936,50,1428.48,80,7936,9394.48,Credit Card,Processing,3.5,2027-04-14 12:59:54
102540,4821,Natalie Smith,lgray@example.net,Port Stephanie,Virginia,United States,8632,Philips Beauty Product 350,Fashion,Dell,2,24647,750,8872.92,0,49294,57416.92,Wallet,Cancelled,4.8,2026-01-26 20:15:54
102541,2351,Andrea Stone,ecasey@example.org,Waremouth,New Hampshire,United States,5523,Boat Toys Product 457,Furniture,Dell,2,17776,100,6399.36,60,35552,41911.36,UPI,Processing,4.5,2026-06-11 10:52:54
102542,11261,Julie Sherman,ashleyorozco@example.com,South Jeffrey,New Jersey,United States,6522,Philips Fashion Product 245,Grocery,LG,2,14713,0,5296.68,120,29426,34842.68,Wallet,Pending,4.8,2026-10-17 12:44:54
102543,6032,Sherry Morton,yjones@example.org,South Katherinestad,Delaware,United States,6238,Mamaearth Home & Kitchen Product 50,Books,HP,1,21681,500,3902.58,60,21681,25143.58,Wallet,Cancelled,4.0,2026-05-12 12:25:54
102544,4379,Kyle Jackson,russelltammy@example.net,West James,Iowa,United States,7921,Nike Toys Product 102,Appliances,Puma,4,20638,0,14859.36,80,82552,97491.36,Cash on Delivery,Cancelled,4.2,2026-02-18 14:23:54
102545,11414,Todd Allen,jasonlawrence@example.org,Joshuatown,Montana,United States,8288,LG Electronics Product 114,Appliances,HP,5,6989,100,6290.1,40,34945,41175.1,Cash on Delivery,Cancelled,4.5,2026-10-19 07:16:54
102546,4899,Stacy Davenport,qknight@example.net,Lake Sally,Montana,United States,5675,Samsung Appliances Product 262,Books,Philips,5,7432,50,6688.8,0,37160,43798.8,Cash on Delivery,Pending,4.2,2027-04-09 01:04:54
102547,8141,Martha Lee,zmedina@example.com,New Kevin,Florida,United States,6779,Zara Furniture Product 208,Electronics,Puma,3,2943,0,1589.22,40,8829,10458.22,Wallet,Pending,4.0,2026-04-02 14:28:54
102548,10310,Dana Baldwin,johnsonpatrick@example.com,Amandaside,Michigan,United States,7363,Dell Furniture Product 220,Beauty,Nike,3,16493,500,8906.22,80,49479,57965.22,Cash on Delivery,Cancelled,4.2,2025-08-01 23:56:54
102549,6085,John Valentine,danielnixon@example.net,West Garrettstad,Maryland,United States,5600,IKEA Toys Product 196,Home & Kitchen,Nike,5,3216,0,2894.4,40,16080,19014.4,UPI,Processing,4.2,2026-10-21 00:14:54
102550,7793,Kendra Smith,terriortiz@example.com,West Mason,Alaska,United States,5933,LG Appliances Product 132,Appliances,Boat,5,13420,50,12078.0,80,67100,79208.0,Cash on Delivery,Processing,3.5,2026-02-24 20:39:54
102551,8134,Scott Bean,bstephens@example.net,North Jeremy,Pennsylvania,United States,8189,Dell Books Product 102,Fashion,HP,2,18528,250,6670.08,60,37056,43536.08,UPI,Cancelled,4.5,2026-02-15 03:26:54
102552,3399,Caroline Wright,starkaustin@example.org,Annchester,Indiana,United States,8015,Philips Toys Product 482,Beauty,Puma,2,1325,0,477.0,40,2650,3167.0,Wallet,Pending,4.0,2025-07-30 14:45:54
102553,4045,Patricia Stanley,xknight@example.com,New Tyler,Vermont,United States,5696,Mamaearth Beauty Product 146,Furniture,HP,2,11798,500,4247.28,80,23596,27423.28,Debit Card,Cancelled,4.0,2025-11-24 13:48:54
102554,3029,Robert Shaffer,laura29@example.org,Sextonshire,Montana,United States,5136,LG Electronics Product 155,Furniture,Lenovo,5,2439,500,2195.1,80,12195,13970.1,Net Banking,Pending,5.0,2025-05-03 17:40:54
102555,5984,Brian Smith,kathleenweaver@example.net,South Adammouth,Colorado,United States,8784,Philips Toys Product 397,Furniture,Zara,1,24802,750,4464.36,40,24802,28556.36,Cash on Delivery,Shipped,5.0,2025-10-03 03:22:54
102556,2496,Cassandra Freeman,gail20@example.org,Lake Jacqueline,Wisconsin,United States,6983,Puma Electronics Product 403,Appliances,Dell,4,17144,250,12343.68,120,68576,80789.68,UPI,Cancelled,4.0,2026-05-05 10:20:54
102557,6992,Nathaniel Burns,michael41@example.com,Alyssaberg,Texas,United States,7615,Lenovo Fashion Product 8,Sports,Boat,4,3468,500,2496.96,60,13872,15928.96,Net Banking,Shipped,5.0,2027-04-23 11:45:54
102558,9089,Andrea Oneill,richard27@example.com,Port Connorburgh,Montana,United States,8247,Adidas Beauty Product 277,Toys,Philips,3,14011,500,7565.94,120,42033,49218.94,Cash on Delivery,Delivered,5.0,2026-03-01 23:01:54
102559,7373,Laura King,marciahall@example.net,Brownside,Wyoming,United States,6788,Boat Fashion Product 284,Beauty,HP,3,4584,1000,2475.36,120,13752,15347.36,Cash on Delivery,Processing,5.0,2025-05-29 11:24:54
102560,4873,Nicholas Frederick,jamesberry@example.com,Thomasbury,Vermont,United States,9000,HP Sports Product 126,Sports,Boat,4,14800,0,10656.0,120,59200,69976.0,UPI,Cancelled,4.5,2026-10-22 07:35:54
102561,6298,Jennifer Mann,simmonslaura@example.com,Seanberg,Iowa,United States,5236,Nike Beauty Product 24,Furniture,IKEA,5,10749,50,9674.1,120,53745,63489.1,Cash on Delivery,Cancelled,5.0,2025-06-09 02:13:54
102562,4642,John Adams,vincent19@example.net,Smithstad,Arizona,United States,6221,Philips Beauty Product 184,Sports,Lenovo,4,9487,500,6830.64,120,37948,44398.64,Net Banking,Cancelled,4.2,2027-02-12 19:19:54
102563,1527,Krystal Crawford,bcaldwell@example.net,West Charles,Florida,United States,8369,Adidas Furniture Product 232,Fashion,Apple,2,3972,0,1429.92,0,7944,9373.92,Cash on Delivery,Cancelled,3.5,2027-04-01 01:27:54
102564,7998,Ryan Moore,david32@example.net,Wilkinsonview,Oregon,United States,5002,Zara Sports Product 301,Electronics,Adidas,2,11116,100,4001.76,80,22232,26213.760000000002,Net Banking,Pending,4.2,2027-01-24 23:27:54
102565,2342,Christina Woods,william91@example.com,Robinville,California,United States,6745,Samsung Home & Kitchen Product 91,Fashion,Philips,4,9349,750,6731.28,80,37396,43457.28,Debit Card,Delivered,4.0,2026-12-15 17:45:54
102566,7697,Daniel Munoz,mmiller@example.org,Port Stevenmouth,Maryland,United States,7908,Lenovo Fashion Product 327,Appliances,Zara,5,22600,500,20340.0,60,113000,132900.0,Wallet,Delivered,3.5,2026-04-23 07:53:54
102567,4550,Ashley Conner,robin48@example.com,New Robert,Missouri,United States,6527,Nike Furniture Product 213,Grocery,Apple,3,4317,250,2331.18,120,12951,15152.18,UPI,Shipped,4.8,2027-01-04 21:16:54
102568,8895,Kyle Holmes,heatherthompson@example.net,Lunabury,Wisconsin,United States,5790,Philips Furniture Product 6,Fashion,Zara,3,10642,0,5746.68,0,31926,37672.68,UPI,Delivered,4.0,2025-10-17 08:24:54
102569,7140,Jessica Clarke,wjackson@example.com,Jamesport,Illinois,United States,7289,Apple Grocery Product 383,Fashion,LG,3,11892,750,6421.68,0,35676,41347.68,Debit Card,Cancelled,4.8,2026-11-03 17:01:54
102570,1592,Grace Torres,kstone@example.net,Coxville,Michigan,United States,8592,Boat Books Product 62,Appliances,Samsung,5,4097,50,3687.3,80,20485,24202.3,Wallet,Cancelled,4.0,2027-01-29 13:26:54
102571,11817,Nicole York,patriciadelacruz@example.net,Port Ericshire,Arkansas,United States,7017,Samsung Toys Product 4,Furniture,Apple,5,13792,1000,12412.8,80,68960,80452.8,Wallet,Processing,4.8,2025-07-21 06:30:54
102572,6990,Courtney Reilly,davidsondavid@example.com,Woodwardtown,Washington,United States,5070,HP Fashion Product 308,Grocery,Samsung,2,19876,50,7155.36,40,39752,46897.36,Credit Card,Cancelled,4.0,2026-11-21 12:53:54
102573,3673,Dustin Guzman,ehale@example.org,Perryport,Hawaii,United States,8939,Nike Electronics Product 289,Sports,Apple,2,4902,0,1764.72,40,9804,11608.72,Wallet,Delivered,4.0,2026-02-09 08:25:54
102574,10104,Michael Novak,davidgreen@example.org,East Robertbury,Arkansas,United States,6428,Puma Home & Kitchen Product 367,Toys,Sony,4,22457,0,16169.04,80,89828,106077.04000000001,Cash on Delivery,Delivered,4.5,2026-09-18 01:36:54
102575,1537,Angela Bernard,gaineserika@example.org,Allenville,Wisconsin,United States,7661,Adidas Electronics Product 199,Appliances,IKEA,4,3779,0,2720.88,40,15116,17876.88,Debit Card,Delivered,4.5,2026-06-27 13:11:54
102576,8071,Robert Foster,greensusan@example.com,Duncantown,Alabama,United States,5196,IKEA Fashion Product 278,Fashion,Zara,3,16367,0,8838.18,40,49101,57979.18,UPI,Shipped,5.0,2025-08-18 17:38:54
102577,6851,Kelly Martinez,jeffrivera@example.net,Shaneport,Hawaii,United States,7390,IKEA Furniture Product 394,Toys,LG,2,22566,50,8123.76,40,45132,53245.76,Wallet,Shipped,3.5,2025-06-27 19:23:54
102578,10830,Joshua Allen,christina67@example.com,West Johntown,Hawaii,United States,6763,Lenovo Furniture Product 359,Appliances,IKEA,4,5235,50,3769.2,0,20940,24659.2,UPI,Delivered,4.8,2026-02-14 11:24:54
102579,5721,Randy Martin,steven36@example.com,North Jenniferberg,Rhode Island,United States,6471,Apple Books Product 84,Fashion,Samsung,4,21049,0,15155.28,120,84196,99471.28,Credit Card,Delivered,4.0,2026-06-17 07:06:54
102580,2691,Laura Warner,reynoldsmegan@example.com,Port Maryport,Maryland,United States,8856,Mamaearth Furniture Product 394,Electronics,Sony,4,491,1000,353.52,0,1964,1317.52,Debit Card,Pending,3.5,2026-06-16 22:52:54
102581,1624,Jonathan Wright,louis04@example.org,North Richard,New York,United States,8294,Philips Furniture Product 431,Beauty,Sony,5,23284,0,20955.6,120,116420,137495.6,Net Banking,Cancelled,4.2,2026-09-21 17:19:54
102582,6446,Misty Brady,xramos@example.com,New James,Iowa,United States,8394,Zara Furniture Product 18,Grocery,IKEA,3,9490,250,5124.6,0,28470,33344.6,Credit Card,Pending,4.2,2026-06-15 14:40:54
102583,11129,Jennifer Smith,melissa92@example.net,Gregfort,Oklahoma,United States,7611,Lenovo Books Product 293,Electronics,HP,3,13352,500,7210.08,120,40056,46886.08,Debit Card,Shipped,4.8,2026-11-19 21:46:54
102584,1263,Felicia Gonzalez,mcclainjohn@example.com,West Matthew,South Dakota,United States,6189,LG Books Product 233,Toys,Zara,3,2860,100,1544.4,40,8580,10064.4,Net Banking,Shipped,4.2,2027-03-11 09:45:54
102585,7398,Meghan Williams,rodneygarcia@example.org,West Katherine,Kentucky,United States,7477,Samsung Appliances Product 413,Books,Adidas,2,22400,1000,8064.0,60,44800,51924.0,UPI,Delivered,4.5,2026-08-07 02:51:54
102586,8690,Kelly Brooks,pmoore@example.org,Bradleyland,Montana,United States,6202,Dell Grocery Product 456,Furniture,Boat,3,16531,0,8926.74,120,49593,58639.74,Cash on Delivery,Delivered,4.0,2027-02-03 02:10:54
102587,7393,David Anderson,fuentestony@example.org,Staceymouth,Ohio,United States,6584,Nike Furniture Product 205,Grocery,Apple,4,4541,750,3269.52,80,18164,20763.52,Credit Card,Processing,4.8,2025-07-23 17:51:54
102588,11343,Amy Matthews,cynthia04@example.org,Lake Lisa,Utah,United States,8219,Dell Grocery Product 248,Electronics,Samsung,5,4476,100,4028.4,80,22380,26388.4,Net Banking,Processing,4.5,2026-11-11 10:01:54
102589,6962,Glen Torres,wheelereric@example.com,East Malikhaven,Arizona,United States,8366,Zara Toys Product 488,Home & Kitchen,Adidas,2,16605,750,5977.8,60,33210,38497.8,UPI,Shipped,4.2,2025-06-12 19:07:54
102590,7394,Patricia Jones,richardlynn@example.net,Rebeccastad,Virginia,United States,8404,Apple Electronics Product 267,Books,Mamaearth,2,9261,0,3333.96,40,18522,21895.96,Cash on Delivery,Cancelled,4.2,2026-04-11 18:24:54
102591,1926,Monica Collins,sarah19@example.net,Rodriguezfort,Wisconsin,United States,6390,Philips Home & Kitchen Product 5,Books,Zara,5,13094,0,11784.6,80,65470,77334.6,Wallet,Shipped,4.2,2025-10-29 17:26:54
102592,7778,Jon Martinez,oreynolds@example.org,West Robert,Alaska,United States,5068,Boat Appliances Product 492,Appliances,Adidas,2,3171,50,1141.56,0,6342,7433.5599999999995,Debit Card,Shipped,4.0,2026-10-07 22:26:54
102593,3406,Jessica Mcgee,meganjones@example.net,Patriciachester,Kansas,United States,8773,Zara Appliances Product 139,Sports,Zara,2,4456,0,1604.16,0,8912,10516.16,Wallet,Shipped,5.0,2027-01-07 16:59:54
102594,8954,Adam Maxwell,egraham@example.com,West Ericmouth,Rhode Island,United States,7097,Adidas Sports Product 356,Beauty,Dell,1,9381,0,1688.58,60,9381,11129.58,Wallet,Pending,4.5,2025-05-30 08:02:54
102595,2880,Janice Stokes,dlarson@example.org,Jamesborough,Vermont,United States,6749,Zara Furniture Product 76,Beauty,Samsung,5,18124,0,16311.6,60,90620,106991.6,Credit Card,Pending,4.8,2025-06-13 18:09:54
102596,1253,Allison Mahoney,mcgeebrittany@example.org,North Sabrinachester,Washington,United States,8932,Apple Appliances Product 197,Home & Kitchen,IKEA,5,22628,1000,20365.2,0,113140,132505.2,Debit Card,Shipped,4.5,2026-09-24 17:44:54
102597,6447,Anthony Robinson,toddpalmer@example.net,New Brittneyton,Louisiana,United States,6481,Lenovo Toys Product 232,Sports,Philips,3,15475,1000,8356.5,120,46425,53901.5,Debit Card,Shipped,4.5,2026-07-17 20:46:54
102598,4201,Stephanie Douglas,jmays@example.net,South Tammyfort,Virginia,United States,8067,Philips Toys Product 422,Home & Kitchen,Boat,2,23311,100,8391.96,120,46622,55033.96,Debit Card,Processing,5.0,2026-10-16 07:12:54
102599,8633,Heather Rose,sarah90@example.com,Lake Brittanymouth,Montana,United States,8973,Lenovo Furniture Product 388,Home & Kitchen,Lenovo,2,4501,250,1620.36,40,9002,10412.36,UPI,Processing,3.5,2026-03-28 17:07:54
102600,9638,Kimberly Martin,cthompson@example.org,Averyfort,Hawaii,United States,5764,Lenovo Toys Product 82,Electronics,Sony,2,8548,250,3077.28,60,17096,19983.28,Net Banking,Pending,4.5,2025-12-20 07:50:54
102601,9945,Misty Lucero,nunezsherry@example.com,Mooreborough,New Jersey,United States,8972,HP Sports Product 165,Furniture,HP,4,12740,500,9172.8,0,50960,59632.8,UPI,Shipped,3.5,2026-10-25 18:37:54
102602,7390,Jason Smith,jessicajoseph@example.org,North Kayla,Rhode Island,United States,7275,Boat Appliances Product 98,Fashion,Boat,4,10568,50,7608.96,0,42272,49830.96,Wallet,Shipped,4.5,2027-03-29 20:48:54
102603,2346,Stephen Wolf,dakota45@example.com,South Steven,Colorado,United States,6052,Philips Sports Product 113,Electronics,Dell,2,3421,0,1231.56,80,6842,8153.5599999999995,UPI,Delivered,4.5,2026-02-25 13:00:54
102604,10789,John Elliott,ggray@example.net,Coleland,Oklahoma,United States,6564,Zara Sports Product 181,Toys,Sony,1,9387,100,1689.66,60,9387,11036.66,Debit Card,Shipped,4.0,2025-09-21 08:53:54
102605,6937,John Garcia,btorres@example.org,Elizabethstad,Montana,United States,5928,Adidas Beauty Product 455,Sports,Philips,1,19801,750,3564.18,0,19801,22615.18,Cash on Delivery,Pending,4.0,2025-09-01 11:57:54
102606,1748,Eric Howe,gordonsabrina@example.net,Clarkberg,Alaska,United States,8056,Adidas Sports Product 116,Sports,Sony,5,14459,750,13013.1,0,72295,84558.1,Cash on Delivery,Cancelled,4.5,2025-07-31 14:51:54
102607,11271,Brandy Moreno,roy33@example.com,Olsonbury,Alaska,United States,5281,Mamaearth Furniture Product 269,Furniture,Samsung,3,24511,1000,13235.94,60,73533,85828.94,Net Banking,Cancelled,4.5,2026-11-14 12:29:54
102608,3514,Ariana Simpson,yrodriguez@example.org,Rodriguezport,Oklahoma,United States,7044,LG Sports Product 112,Toys,Puma,1,23582,0,4244.76,0,23582,27826.760000000002,Credit Card,Cancelled,4.0,2026-05-09 08:40:54
102609,3742,Mr. Samuel Thomas,taylornicholas@example.com,Manuelton,Michigan,United States,5762,Adidas Appliances Product 165,Sports,Lenovo,4,9751,0,7020.72,40,39004,46064.72,UPI,Pending,3.5,2025-12-03 17:13:54
102610,9607,Willie Hunter,wadebrenda@example.net,New Melanie,Montana,United States,5894,Philips Grocery Product 285,Toys,Sony,3,15059,50,8131.86,0,45177,53258.86,Net Banking,Pending,5.0,2026-03-14 13:59:54
102611,7307,Cynthia Hicks,kyledavis@example.org,East Laurenport,Kansas,United States,6683,IKEA Books Product 206,Electronics,Apple,4,8682,0,6251.04,80,34728,41059.04,Wallet,Pending,4.5,2025-05-16 21:28:54
102612,11567,Patricia Brown,carpenterkelly@example.com,New Kyle,Iowa,United States,7206,Nike Fashion Product 298,Beauty,IKEA,2,5609,1000,2019.24,40,11218,12277.24,Cash on Delivery,Pending,4.8,2025-08-29 19:53:54
102613,5283,Mrs. Valerie Ramirez,kfrey@example.net,Edwardsview,Nebraska,United States,7901,Philips Beauty Product 307,Beauty,Adidas,2,16052,1000,5778.72,60,32104,36942.72,UPI,Processing,5.0,2026-07-22 18:30:54
102614,1601,Brittany Harvey,michaelboyd@example.com,East Matthew,New Hampshire,United States,8686,Puma Grocery Product 338,Grocery,Apple,3,21396,500,11553.84,120,64188,75361.84,Debit Card,Cancelled,4.2,2025-10-16 11:51:54
102615,5335,Lynn Brown,davidjohnson@example.org,Benjaminfurt,West Virginia,United States,5842,Boat Furniture Product 416,Sports,LG,2,3395,0,1222.2,40,6790,8052.2,Cash on Delivery,Delivered,3.5,2026-01-12 11:01:54
102616,5282,Samuel Cantrell,lopezchristian@example.com,Port Josehaven,South Dakota,United States,5742,Samsung Electronics Product 447,Grocery,Mamaearth,5,21854,100,19668.6,80,109270,128918.6,Credit Card,Pending,4.8,2026-04-22 17:12:54
102617,4694,Scott Khan,rogersrobert@example.com,Lake Amyville,Idaho,United States,8232,Puma Sports Product 321,Furniture,Samsung,1,15825,0,2848.5,60,15825,18733.5,UPI,Pending,5.0,2026-11-22 12:49:54
102618,7099,Cameron Rose,kelsey79@example.org,Marshchester,Colorado,United States,7345,Zara Sports Product 86,Fashion,LG,3,19284,250,10413.36,60,57852,68075.36,Credit Card,Pending,4.8,2026-11-15 10:48:54
102619,6512,John Carr,kevin20@example.org,Port Tiffany,Vermont,United States,7360,HP Home & Kitchen Product 251,Grocery,HP,2,3720,50,1339.2,80,7440,8809.2,Net Banking,Cancelled,4.5,2025-11-13 12:28:54
102620,10158,Danielle Stephens,elee@example.org,Youngland,Maryland,United States,6741,Samsung Beauty Product 427,Sports,Samsung,4,16293,250,11730.96,120,65172,76772.95999999999,Net Banking,Processing,4.8,2025-11-29 01:53:54
102621,11688,Darrell Jones,gentryanthony@example.org,Sheltonshire,Delaware,United States,7229,Philips Sports Product 92,Grocery,Philips,1,19462,250,3503.16,40,19462,22755.16,Net Banking,Shipped,4.0,2026-11-17 14:38:54
102622,1451,Rachel Munoz,elizabethortiz@example.com,North Josephland,North Carolina,United States,5135,Samsung Fashion Product 42,Beauty,LG,2,20215,0,7277.4,80,40430,47787.4,UPI,Processing,4.2,2026-06-17 17:26:54
102623,7761,Natasha Rivas,jessicaboone@example.com,West Jessica,Nebraska,United States,8980,Sony Toys Product 317,Home & Kitchen,Philips,5,306,100,275.4,60,1530,1765.4,UPI,Processing,4.8,2025-11-02 13:15:54
102624,7299,Maureen Lewis,novakjeffrey@example.org,Christopherland,North Dakota,United States,8183,IKEA Sports Product 423,Toys,Mamaearth,5,717,0,645.3,0,3585,4230.3,Cash on Delivery,Delivered,4.2,2026-10-18 02:09:54
102625,11837,Tony Key,collinsstacy@example.com,Lake Janeburgh,Massachusetts,United States,8777,Apple Grocery Product 233,Appliances,LG,5,18999,0,17099.1,60,94995,112154.1,Net Banking,Pending,5.0,2026-09-02 21:36:54
102626,7461,Jill Matthews,collinsshannon@example.net,Robertshire,West Virginia,United States,5484,Apple Home & Kitchen Product 390,Beauty,HP,2,12983,750,4673.88,40,25966,29929.88,Credit Card,Pending,4.2,2025-06-05 08:46:54
102627,7339,Anthony Kidd,schavez@example.net,Roseland,Alaska,United States,7324,LG Toys Product 82,Sports,Zara,2,22405,0,8065.8,0,44810,52875.8,Debit Card,Cancelled,4.5,2026-05-06 06:54:54
102628,4202,Dennis Aguirre,enelson@example.org,South Mark,New Mexico,United States,5642,Philips Toys Product 240,Electronics,Samsung,1,22075,250,3973.5,60,22075,25858.5,UPI,Processing,4.2,2027-03-28 04:42:54
102629,3996,Rachel Gibson,anthony37@example.com,Christineshire,South Carolina,United States,7990,IKEA Grocery Product 3,Appliances,Puma,5,3440,750,3096.0,80,17200,19626.0,Cash on Delivery,Processing,4.5,2025-11-25 10:54:54
102630,9581,Kelly Smith,johnrodriguez@example.org,Adkinsport,Colorado,United States,6405,Dell Appliances Product 243,Beauty,Boat,5,18381,1000,16542.9,120,91905,107567.9,Cash on Delivery,Pending,4.5,2026-07-02 16:05:54
102631,9129,Mark Richmond,smithpaul@example.org,South Katherine,New Hampshire,United States,5209,Nike Grocery Product 103,Home & Kitchen,HP,5,9911,50,8919.9,40,49555,58464.9,Net Banking,Pending,5.0,2026-06-22 22:20:54
102632,11744,Todd Warner,baileysara@example.com,North Gina,Arizona,United States,8036,Puma Grocery Product 317,Sports,IKEA,4,11789,500,8488.08,60,47156,55204.08,Cash on Delivery,Processing,4.5,2026-04-06 06:31:54
102633,5140,Zachary Morrison,kenneth12@example.com,South Benjamin,Maine,United States,8537,Boat Electronics Product 368,Home & Kitchen,Sony,1,11730,250,2111.4,40,11730,13631.4,UPI,Processing,4.0,2026-02-04 05:01:54
102634,5471,Douglas Roberts,tmarshall@example.net,Hamptonshire,North Dakota,United States,7782,IKEA Furniture Product 313,Grocery,Boat,4,16524,0,11897.28,120,66096,78113.28,Credit Card,Cancelled,4.2,2027-02-19 14:38:54
102635,1533,Katie Black,psmith@example.org,Mortontown,Arkansas,United States,8165,HP Furniture Product 4,Books,Adidas,3,1183,50,638.82,80,3549,4217.82,Cash on Delivery,Shipped,4.0,2026-04-20 22:38:54
102636,10947,Joy Mcdonald,wallacestephanie@example.org,Edwardsport,Rhode Island,United States,5495,Adidas Grocery Product 308,Grocery,Sony,5,12484,500,11235.6,120,62420,73275.6,Wallet,Cancelled,3.5,2025-11-07 19:49:54
102637,5502,Dakota Branch,wallacedakota@example.org,Rodriguezchester,Arkansas,United States,5357,Boat Electronics Product 370,Grocery,Adidas,3,1255,750,677.7,40,3765,3732.7,Credit Card,Processing,3.5,2026-08-10 20:06:54
102638,4775,Diana Johnson DVM,justin15@example.com,Westbury,Iowa,United States,8560,Lenovo Toys Product 324,Appliances,Puma,3,3685,0,1989.9,40,11055,13084.9,Credit Card,Shipped,4.2,2026-06-20 01:36:54
102639,7456,Matthew Turner,vmercer@example.com,East Ashley,Connecticut,United States,8537,Puma Electronics Product 127,Beauty,IKEA,4,15610,100,11239.2,80,62440,73659.2,Credit Card,Pending,4.0,2026-01-26 12:53:54
102640,3402,Michael Cardenas,michaelmeadows@example.org,Christinashire,Pennsylvania,United States,8205,Apple Appliances Product 146,Fashion,Apple,5,20593,750,18533.7,60,102965,120808.7,UPI,Delivered,4.0,2025-08-21 00:41:54
